Dataset	Genome_ID	n_16S	n_tRNA	total_genes	n_MCP	n_transporter	n_transfact	n_osmostress	n_SMBC	accessions
Li et al. 2019	MAG29	0	66	4199	0	63	214	0	1	NA
Li et al. 2019	MAG20	0	37	6120	0	91	224	2	5	NA
Li et al. 2019	MAG12	0	46	2721	0	40	107	0	2	NA
Li et al. 2019	MAG04	0	39	3643	1	51	176	1	6	NA
Li et al. 2019	MAG37	0	42	3952	0	53	151	1	1	NA
Li et al. 2019	MAG23	0	53	2709	0	36	142	0	3	NA
Li et al. 2019	MAG27	0	44	2578	0	34	133	1	6	NA
Li et al. 2019	MAG25	0	43	2353	0	31	110	0	2	NA
Li et al. 2019	MAG28	0	61	2852	0	37	153	1	2	NA
Li et al. 2019	MAG53	0	36	2289	0	29	94	1	6	NA
Li et al. 2019	MAG24	0	48	2481	0	31	141	2	3	NA
Li et al. 2019	MAG26	0	46	2348	0	29	118	1	0	NA
Li et al. 2019	MAG40	0	41	2465	0	29	82	2	4	NA
Li et al. 2019	MAG07	0	40	2503	0	29	83	0	2	NA
Li et al. 2019	MAG31	0	33	2955	0	34	107	1	2	NA
Li et al. 2019	MAG32	0	39	2894	0	33	79	0	4	NA
Li et al. 2019	MAG06	0	51	4868	1	50	247	2	5	NA
Li et al. 2019	MAG35	0	20	3821	0	38	117	0	0	NA
